%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
Sniffing the air, you're suddenly hungry for tuna.	你吸了吸鼻子，突然好想來罐鮪魚，也不知道為什麼。
"Come on over here, Larry!"	「過來這邊嘛，賴瑞！」
She says, "Me first!" as she%m25	她說：「我先來！」然後她%m25
Not again! A guy can only take so much!!	又來了！男人也是有極限的好嗎！！
She seems more interested in that cigarette than she was in you.	她對那根菸的興趣，顯然比對你濃厚。
It's a good thing you were wearing that rubber!	還好你有戴套，不然就糗大了！
It's already open.	已經開著了。
Nah. This room needs the fresh air!	不用啦。這房間需要透透氣！
You repeatedly bang your head against the closed glass.	你的頭一次次撞上關著的玻璃，撞得梆梆響。
It's a really ugly table.	這桌子醜到有剩。
"Jeez, Mister! What've you been eating? Buffalo chips???"	「天啊，大哥！你到底吃了什麼？牛糞餅乾嗎？？？」
She certainly seems to enjoy that gum.	她嚼那口香糖，嚼得倒挺開心。
A sign near the bed says: "Substantial penalty for early withdrawals."	床邊掛著一個牌子：「提早『領』出，違約金照算。」
"So," she snarls, "you just gonna stand there, or what?"	「怎樣，」她咆哮道，「你是要站到天荒地老喔？」
"Was it good for you, baby?" you ask her.	「爽嗎，寶貝？」你問她。
"Was what good?" she replies.	「什麼爽？」她回你。
Although you might look precious in that little white lace number, you're just not that kind of guy!	雖然你穿那件白色蕾絲小可愛可能還挺正的，但你真的不是那掛的！
She%m25	她%m25
 goes to work on you. Then she smiles as she bites it off! "Sorry, Larry. No oral sex in this game. Suffer!"	對你動手動腳。接著她笑笑一口咬斷！「抱歉啦，賴瑞。這遊戲沒有口活這關，自己忍著吧！」
Now's a great time to think of that!	現在才想到，還真是時候！
"Is that a toothpick in your pocket, or are you just happy to get past my pimp?"	「你口袋裡那是牙籤，還是你只是很高興閃過我馬伕的追殺？」
You'd have a better view if you'd move to the front of the bed!	「你要是移到床前面，視野會好上很多！」
There is a fire escape outside the window.	窗外有逃生梯。
The clothesline is barely strong enough to hold its present load. Poor girl, you'd think at these prices she could afford a laundromat.	曬衣繩快撐不住上頭那些行頭了。可憐的姑娘，論她收的價碼，應該請得起洗衣店吧。
"Hey, what kind of girl do you think I am?"	「嘿，你把我當什麼女人了？」
It's getting old and rusty -- not unlike you, Larry.	它又老又生鏽——跟你一個樣，賴瑞。
It just hangs there.	它就這樣掛著。
There's nothing (and no one) there.	那裡什麼都沒有（誰也沒有）。
It, too, is broken.	它也壞了。
It's barely strong enough to hold up its present load. Besides, if you take it, her underwear would fall down.	它快撐不住現在掛的東西了。而且你要是拿走，她的內褲就會掉滿地。
There is a table near the window.	窗邊有張桌子。
There's nothing there.	那裡什麼都沒有。
You have no use for a stained pillow.	一顆有污漬的枕頭，你留著也沒用。
You are as naked as you're going to get!	你已經脫到不能再脫了！
With all your clothes on?	穿著全套衣服？
You slyly tap out a message in Morse code; unfortunately, only some rats hear it.	你偷偷用摩斯密碼敲出求救信號；可惜聽到的只有幾隻老鼠。
You can't. She's nailed it to the floor.	辦不到，她把它釘死在地板上了。
Your rope is not long enough to reach outside.	你的繩子不夠長，搆不到外面。
NOW!? You've come this far, Larry; now's the time to do more than just look!	現在！？賴瑞，都走到這一步了，現在可不是只用看的時候！
Oh, no!\n\nStepping outside, you see the sun rising in the east. Glancing at your watch, you realize the terrible truth...	噢，不！
...your night in Sierra World is over, and (technically speaking) you're still...	……你在 Sierra World 的春宵一夜結束了，而且（嚴格說來）你依然……
\n\nVIRGIN!!!\n\n	\n\nVIRGIN!!!\n\n
Sorry, but you'll have to restore your game; when you panic, I forget everything!	抱歉，你得重新讀取進度了；你一慌，我什麼都忘光光！
You are in a 24-hour convenience store. There is a magazine rack near the front door, with a sign reading "This no library -- no leeding." Except for the clerk standing behind the counter, the store appears to be deserted. A small sign graces the counter.	你人在一間 24 小時營業的便利商店裡。門邊有個雜誌架，牌子上寫著：「這裡不是圖書館，勿在此看冊」。除了櫃檯後面站著的店員，店裡空空蕩蕩沒別人。櫃檯上還立著一張小招牌。
There are many magazines on the rack, but your eyes immediately go to the ones with the naked girls on the cover.	架上雜誌琳瑯滿目，但你的目光馬上鎖定封面有辣妹裸照的那幾本。
Move to the counter when you are ready to pay for your selections.	選好要買的東西後，走到櫃檯結帳。
Shouldn't you TAKE your purchases before paying for them?	你該不會忘了先把東西拿起來，就想直接付錢吧？
\n"WHAT A PERVERT!!!"\n	\n"WHAT A PERVERT!!!"\n
The shelves are filled with all the necessities of life: "Dwinkies," "Wallo-Wars," "Loritos," various colas, cheap wine, and coffee. You don't see anything you really need in this part of the store.	架上擺滿了人生必需品：「多多餅」、「哇哇戰士」、「辣多滋」，還有各式可樂、廉價紅酒和咖啡。這一區沒有你真正需要的東西。
Nah. You'd just be wasting your money.	算了，那只是浪費錢。
"You haven't used your old one yet!"	「你那支舊的都還沒用完呢！」
Apparently the clerk is new to this country. He only knows a few English words.	店員顯然剛落地沒多久，中文只會講幾句。
"Sure, we got lubbers!"	「有啦有啦，保鮮套齊全著呢！」
(Obviously you've hit his area of expertise!)	（看來你戳中他的專業領域了！）
"What kind lubber you want? Smooth or libbed?"	「你要哪種保鮮套？光滑款，還是顆粒款？」
"Colored or plain?"	「有顏色，還是沒顏色？」
"Lubricated or rough-cut?"	「上油款，還是乾式款？」
"Striped or plaid?"	「條紋款，還是格子款？」
"Peppermint or spearmint flavor?"	「薄荷口味，還是涼薄荷口味？」
"Hey, everybody!! This weird-o just bought a %s5-flavored, %s4, %s3, %s2, %s1 lubber!!!"	「嘿，大家聽好！！這個怪咖剛買了一個 %s5 口味、%s4、%s3、%s2、%s1 的保鮮套！！！」
After looking around to make certain you're alone, you quietly ask the clerk if he has any available behind the counter.	你左右張望確定沒人後，小聲問店員櫃檯後面是不是還有貨。
The clerk does not take kindly to your shoplifting. His shotgun makes a permanent impression on you. (And, IN you!)	店員對你順手牽羊的行為可不客氣。他的散彈槍在你身上留下永久紀念——而且是打進去的那種！
"Oakie, doakie Meester!"	「好的好的，老闆！」
smooth	光滑
libbed	粗糙
colored	有色
plain	無色
lubricated	上油
rough-cut	粗糙
striped	條紋
plaid	格子
peppermint	薄荷
spearmint	綠薄荷
He hands you the package, saying "All together, that will be $%v200.00, prease."	他把東西遞給你，說：「統共，這樣是 $%v200.00 元，麻煩您了。」
Unfortunately, you only have $%v90.00. (Perhaps you can sneak out without paying.)	不幸的是你只有 $%v90.00。（也許可以想辦法偷溜出去不付錢。）
You give him the money, with a pleasant "Thanks a lot, big mouth!"	你把錢遞給他，笑咪咪地說：「謝啦，大嘴巴！」
 	 
"Hey, Meester!!" yells the clerk. "I hope you enjoy your %s5-flavored, %s4, %s3, %s2, %s1 lubber!!!"	「嘿，老闆！！」店員大喊，「希望你喜歡這個 %s5 口味、%s4、%s3、%s2、%s1 的保鮮套！！！」
The magazines are on the rack nearest the door.	雜誌就在最靠近門口的架子上。
Nah. That's enough reading material for one game.	算了，一個遊戲看的讀物夠多了。
"Ooooooh, Meester! Thank you for free money. What wonderful country thees is!!"	「喔喔喔，老闆！謝謝你白送錢。這國家真是太棒了！！」
"Oakie, doakie Meester! That'll be $%v200.00."	「好的好的，老闆！一共 $%v200.00 元。」
"Have a nice day."	「祝您愉快。」
You grab a bottle of cheap wine, and wonder how they can make a profit selling this stuff for only a dollar a gallon!	你抓起一瓶廉價紅酒，納悶他們一加侖只賣一塊錢是要怎麼賺。
Not here. This place is too expensive!	不在這裡。這地方太貴了！
A small, discreetly hand-lettered sign says:\n\n"Prophylactics For Sale\n       Ask Clerk"	一張寫得歪七扭八的小手寫牌子：\n\n「保險套特賣\n       請洽店員」
"Nice turban, Leroy."	「頭巾真好看，Leroy。」
"Hey, meester! Come over here, and get your lubber!!"	「嘿，老闆！過來這邊拿你的保鮮套！！」
He smiles back, pretending to understand.	他回你一個微笑，假裝聽懂了。
The wine is on the left end of the back wall.	葡萄酒在後牆左邊。
That extra large jug of wine looks like a bargain.	那罐特大瓶葡萄酒看起來挺划算。
There's nothing of interest inside.	裡面沒什麼有趣的東西。
That is located behind the counter. Ask the clerk.	那東西放在櫃檯後面，問店員。
You still have some.	你手上還有一些。
"Here, Meester," he says. "Thees smells like chur brand!"	「拿去，老闆，」他說，「這聞起來就是你平常那牌！」
Hmm. That one looks particularly interesting.	嗯，那罐看起來特別有意思。
Whew. One of those bottles is about all a guy needs, Larry.	唷，一瓶那種酒差不多就是男人一輩子的量了，賴瑞。
The wall behind the clerk is blank and the counter is completely bare, except for a small sign. (You wonder where he keeps the slim jims.)	店員身後那面牆空蕩蕩，櫃檯上除了一張小招牌外什麼都沒有。（真好奇他把私房貨藏哪去了。）
"Sorry, no gottee!"	「歹勢，沒貨了！」
"Fposwqa feinnzx. Ofewass gewyiu qfbva."	"Fposwqa feinnzx. Ofewass gewyiu qfbva."
"Poolskd asd woefpo lkjfq feps of foeps."	"Poolskd asd woefpo lkjfq feps of foeps."
"Owf wepa vpifk qpqwf? Qqwpp apifrp qp foiw!"	"Owf wepa vpifk qpqwf? Qqwpp apifrp qp foiw!"
"Tqp nbq bqopni ba ajpqoi fqyq. HA HA HA!!"	"Tqp nbq bqopni ba ajpqoi fqyq. HA HA HA!!"
"Pqwwo qfp qwfnbv qozdvie.  Ppqow poqw fvzxc ioplhjk."	"Pqwwo qfp qwfnbv qozdvie.  Ppqow poqw fvzxc ioplhjk."
"Qufe weax zxo zvp zvqiw vpozcvajpbnv wf, apoz.  Wfipa?"	"Qufe weax zxo zvp zvqiw vpozcvajpbnv wf, apoz.  Wfipa?"
"Zxxz pofqsoo afpoistr zxcv."	"Zxxz pofqsoo afpoistr zxcv."
You are outside an all-night convenience store. There is a telephone on the pole. The portion of the telephone book that wasn't illegible from being water-soaked has been torn out.	你人在一間 24 小時便利商店外頭。電線桿上掛著一具電話。電話簿裡沒被雨水泡爛的那幾頁，早就被人撕光了。
"Slurp. Thanks, I needed that! See ya 'round!!"	「咕嚕。謝啦，正需要這個！改天見啦！！」
"Hello, you have reached the National Hot Line Sex Survey. Please answer the following questions. There may be a wonderful prize waiting for you!!"	「你好，這裡是全國熱線性調查專線。請回答以下問題，說不定有大獎等你拿！！」
"What is the name of your favorite sex partner?"	「你最喜歡的性伴侶叫什麼名字？」
"What's the best part of your partner's anatomy?"	「你伴侶身上最讚的部位是哪裡？」
"What do the two of you like to do together?"	「你們倆最愛一起做什麼？」
"What is the best part of your body?"	「你身上最讚的部位是哪裡？」
"And, finally, name your partner's favorite object."	「最後，說出你伴侶最喜歡的小東西。」
"Thanks for participating. Your prize is..."	「感謝參與。你的獎品是……」
            \n\n\n	            \n\n\n
Hum. Looks like they hung up on you. Oh, well. It was probably a bummer prize anyway!	嗯，看來對方把電話掛了。算了，反正獎品八成也很雷！
Where?!	哪裡？！
"Ring."	"鈴。"
"Ring ring."	"鈴聲。"
"Ring ring ring."	"鈴鈴鈴。"
"Ring ring ring ring."	「鈴鈴鈴鈴。」
How long are we going to do this before you type in "answer phone?!"	在你打「接電話」之前，我們還要耗多久？
You pick up the telephone, and hear a woman's voice.	你拿起電話，聽到一個女人的聲音。
"Hello, Larry! This is %s6. Why don't you forget this silly game, and come over to my place so we can %s8?"	「你好，賴瑞！我是 %s6。幹嘛跟這無聊遊戲耗，不如過來我家，讓我們 %s8？」
"After all, your %s9 has always turned me on! So bring along a %s10 and come play with my %s7! Bye, now."	「畢竟你的 %s9 一直讓我心癢癢！記得帶著 %s10，來跟我的 %s7 玩一玩！掰囉。」
You hang up the telephone and wipe the sweat from your hands!	你掛掉電話，擦擦手心的汗！
There are some numbers scribbled on the side of the telephone. The only thing legible (and printable) is: "555-6969."	電話機側邊潦草寫著幾個數字。唯一看得清（也印得出來）的是：「555-6969」。
"Howsha 'bout a drink, Shonney?"	「來一杯唄，兄弟？」
"Why, thanshk, Shonney!" (Glug, glug.)	「好啊，謝啦，兄弟！」（咕嚕咕嚕。）
"I ain't got no remote control, but, sssshay, I'll tell ya what: here'ssh my trussshty ol' pocket knife. Ya never know! There are sssshome kinky girlssh in this town. Sssshexy hunkssh like ussh might have to defend oursshelves sometime!"	「我沒有遙控器啦，不過齁，跟你講，我這把老骨董小刀信得過。世事難料嘛！這鎮上有些怪怪的女生，像我們這種性感尤物，說不定哪天得防身一下！」
With that, he "sssshtumbles" off into the darkness.	說完，他就「東倒西歪」地摸黑走了。
"Got any sshhpare change, buddy?"	「有沒有多的零錢啊，兄弟？」
"Al'right. Be that way!"	「好吧，隨便你！」
Cheezzzz! He makes that dog smell refreshing!	天啊！他讓那條狗聞起來都算清新了！
Please enter number: 	請輸入號碼：
You fish a dollar out of your wallet, and hand it to the bum. "Gossshhh thanssskks, buddy," he says sarcastically. "Maybe now I'll be able to afford that tsshhhousand sssshhares of Broderbund ssstock!"	你從錢包摸出一塊錢，遞給那個遊民。「多、多謝啦，兄弟，」他語帶諷刺地說，「這樣我終於買得起一千股 Broderbund 股票了吧！」
He looks like a man that could (ab)use a drink.	他看起來像是需要（狂）灌一杯的傢伙。
There's nothing to see on this side of the pole.	電線桿這一側沒什麼好看的。
The store is open all night for your convenience. That's why they call it an "all-night convenience store," Larry!	這間店 24 小時開著就是為了讓你方便，賴瑞，這就是「24 小時便利商店」名字的由來！
"Why, thanshk, Shonney! Glug, glug."	「好啊，謝啦，兄弟！咕嚕咕嚕。」
All you get is a busy signal.	你只聽到忙線中的嘟嘟聲。
Try dialing the telephone.	試試看撥電話。
What's left is illegible.	剩下的都看不清了。
Try answering the telephone.	試試看接電話。
It's not that easy; you'll have to find the correct telephone number yourself!	沒那麼簡單，電話號碼得自己想辦法找出來！
Give him the bottle of what?	要給他哪一瓶？
"I'm sorry, but you have reached a number that is disconnected, or no longer in service. Please hang up and dial again."	「很抱歉，您撥的號碼已經停話或無此號碼，請掛斷後重新撥號。」
"This is a computer."	「這裡是電腦語音。」
"Hello. Ajax Liquor Store. We deliver!"	「你好，Ajax 酒類專賣店，我們有到府送貨喔！」
"So, what do you want to buy?"	「那，您想買點什麼？」
"Fine. Where do you want it delivered?"	「沒問題，您要送到哪裡？」
"Ok. We'll get it right there. Consider it done, and thanks for calling!"	「好的，我們馬上送到，就這麼說定了，謝謝您的來電！」
"Well, ok. Have ya got any spare wine, then?"	「好啦，那你們還有沒有多的葡萄酒？」
You find a strong aroma, which you allow him to keep!	你聞到一股嗆鼻的味道，還是讓他自己留著比較好！
It's not ringing.	根本沒在響啦。
"Hello."	"你好。"
]	]
"Sorry, by law all we can deliver is wine. Ok, talk to ya again sometime. Bye!"	「歹勢啦，法律規定我們只能送葡萄酒。好，改天再聊，掰！」
"Ok, I'll take it there, but I doubt if you ever see it! Bye!"	「好，我送過去啦，不過你八成收不到就是了！掰！」
555-8039	555-8039
5558039	5558039
555-6969	555-6969
5556969	5556969
(209) 683-6858	(209) 683-6858
209 683-6858	209 683-6858
2096836858	2096836858
209683-6858	209683-6858
209 6836858	209 6836858
You could see better if you'd walk inside.	走進去看比較清楚啦。
It IS open.	真的有開著啦。
"Hello," a pleasant voice responds. "Sierra On-Line."	「哈囉，」一個甜美的聲音傳來，「這裡是 Sierra On-Line。」
"We're not open right now, but if you'd call during business hours (and stop using this pretend telephone), we would be happy to sell you a 'Leisure Suit Larry Hint Book.'"	「我們現在沒營業，不過你要是在上班時間打來（順便別再玩這支假電話了），我們很樂意賣你一本《Leisure Suit Larry Hint Book》。」
"Written by Al Lowe, the author of Leisure Suit Larry, you know it at least tries to be humorous. The answers are invisible, until you mark them with the special pen provided, so you never have to worry about inadvertently learning something you didn't want to know."	由《Leisure Suit Larry》原作者艾爾洛（Al Lowe）親筆操刀，至少看得出他很努力想搞笑。裡面的答案是隱形的，得用附贈的特殊筆塗過才會現形，所以你絕對不會不小心破梗，學到不想知道的東西。
"Thank you for calling Sierra On-Line, and for your purchase of 'Leisure Suit Larry in the Land of the Lounge Lizards.' Good bye."	「感謝你來電 Sierra On-Line，也謝謝你購買《Leisure Suit Larry in the Land of the Lounge Lizards》。掰囉。」
Such blatant commercialism turns you on. You make a mental note to purchase one of those great, Al Lowe Hint Books!	這麼赤裸裸的業配讓你莫名興奮，你偷偷記下：一定要去買一本艾爾洛的超派提示書！
You are outside a flashy disco. The bouncer does not look happy.	你站在一間金光閃閃的迪斯可門口，保鏢一臉臭臉。
"Either show your membership card, or get lost, Scum-Breath!"	「要嘛亮會員卡，要嘛給我滾，臭嘴巴！」
"Good evening, Sir. I'm so sorry I didn't recognize you sooner. Please, come right in!!"	「晚安，先生。歹勢沒早點認出您，請進請進！！」
You whip out your "borrowed" membership card, and lay it on him.	你掏出那張『借來』的會員卡，往他面前一亮。
It seems he's uninterested in idle chit-chat, Larry.	他好像沒興趣跟你哈啦，賴瑞。
You don't have a membership card!	你根本沒有會員卡啦！
"We hope you enjoyed your visit tonight, Sir!"	「希望您今晚玩得盡興，先生！」
"Oh, there's no need to do that, Sir!" says the bouncer.	「哦，先生，不用這樣啦！」保鏢說。
"HALT!!\n\nI'm sorry, Sir," says the bouncer, "but this is a private club."	「站住！！\n\n歹勢，先生，」保鏢說，「這裡是私人俱樂部。」
He seems glad to see you leave.	他看你走人，一臉如釋重負。
He's physically well-developed, but you bet he's not as wise in the ways of women as you are.	他練得一身肌肉，不過你敢打賭，把妹功力絕對比不上你。
Larry! How could you!	賴瑞！你怎麼可以這樣！
You know he'd beat you to a pulp!	你知道他會把你揍成肉醬！
Gazing up at the storefronts before you, a feeling comes over you. Surely every one of those windows has a deep, wonderful story hidden behind it. There are millions of stories here in Lost Wages, but you'll never know any of them. Such is the fate of those who are morally-weak, but financially-strong.	抬頭望著眼前一整排店面，一股感觸湧上心頭。每一扇櫥窗背後，說不定都藏著一段動人的故事。失樂城裡有幾百萬個這樣的故事，你這輩子大概一個都不會知道。這就是意志薄弱、但口袋麥克麥克之人的宿命。
(What the hell was that all about????)	（那到底是什麼碗糕？？？？）
Gaudy, aren't they?	夠俗豔的吧？
He's far too strong for you, Larry.	他練得比你壯太多了，賴瑞。
All the stores are locked. But, that disco sure looks inviting.	店家全都拉下鐵門了。不過那家迪斯可看起來挺誘人的。
"You can only get a card if you already have a card," he laughs, "but then, of course, you wouldn't NEED a card."	「要有卡才能辦卡，」他笑著說，「不過話說回來，有卡你還辦卡幹嘛？」
"So, beat it, Chump!"	「所以，滾一邊去，俗辣！」
"How's about a little green sliding across your palm?" you ask the bouncer.	「要不要讓幾張小朋友滑進你手心？」你問保鏢。
"How's about your rear end sliding across the pavement?" he replies.	「要不要讓你的屁股滑過柏油路？」他回嘴。
Why does the dog use you, and not it?	為什麼是狗在利用你，而不是你在利用牠？
The disco is filled with remarkably similar guys, all looking for girls.	迪斯可裡擠滿了長得都差不多的男人，個個都在找女生。
Don't mess around, Larry. Get out there and dance with her!	別再猶豫了，賴瑞。快去跟她跳舞！
Perhaps they're waiting for Fawn to return.	他們搞不好在等芳恩回來。
Not now, you're busy.	現在不行，你在忙。
"Come on, Larry. What are you waiting for? I'm hot to get it on with you!"	「來嘛，賴瑞。你還在等什麼？人家等不及要跟你親熱了！」
(What are you into this time, Larry?)	（這次你又在搞什麼名堂，賴瑞？）
"Either give me some money, or I'll leave without you."	「要不就給我錢，要不我就自己走人。」
"That's it! See ya later, chump!"	「夠了！掰啦，俗辣！」
You smile at the girl and say, "May I join you?"	你對女孩微笑，說：「我可以跟你『合體』一下嗎？」
And, of course she replies, "Why, am I coming apart?"	她回答：「怎麼，我快解體了嗎？」
(Drum fill)	（鼓聲）
The dance floor is lit from below with brightly colored lights. It is presently unused.	舞池地板打著五顏六色的燈光，不過現在沒人在跳。
Evidently every guy here has been turned down by the only girl in the place. Her beauty has them frozen in their tracks.	看來這裡每個男人都被全場唯一的女生發過卡。她的美貌讓大家全都愣在原地，動彈不得。
There isn't one. This place is run by computer. (Besides, at this time of night DJ should be home with Chris.)	沒有 DJ 啦，這裡是電腦控制的。（而且這麼晚了，DJ 應該在家陪 Chris 才對。）
Perhaps you should sit with her first.	也許你該先坐到她旁邊。
She might listen to you, if you can establish eye contact.	如果你能跟她對到眼，她或許會願意聽你說話。
"Oooh, you're so sweet. I just love 	「哦，你人真貼心。人家最喜歡 
Sitting here brings back fond memories of those minutes you spent with Fawn.	坐在這裡，讓你想起跟芳恩相處的那些美好時光。
Your heart just isn't in it.	你的心根本不在這裡。
You miss her, don't you?	你想她，對吧？
Gosh, Larry. Maybe you should have loaned her some money!	天哪，賴瑞。你早知道就該借她點錢了！
Funny, this is a dry club.	奇怪，這是家禁酒的店。
"Not again. That trip through the ceiling gave me a headache!"	「又來了。上次穿破天花板那趟，害我頭超痛的！」
You're being a little too direct again, Larry.	賴瑞，你又太直接了啦。
There's a gorgeous blond sitting at the table, and she's all alone!	桌邊坐著一個超正的金髮妹，而且獨自一人！
You can't sit there; she would think you rude to take her chair.	你不能坐那兒；搶她的椅子，她會覺得你很沒禮貌。
They seem to be staring at something they all want.	他們似乎都盯著某樣大家都想要的東西看。
You can't sit there; she would think you rude to sit on top of her.	你不能坐那兒；直接坐到她身上，她會覺得你很沒禮貌。
What a knock-out! She has bright blue eyes, and a dazzling smile. Your eyes roam her body, and what you see, you like. She's sensational!!	正到不行！她有雙明亮的藍眼睛，笑容耀眼奪目。你的目光在她身上游移，看到的每一寸都合你意。她簡直辣翻天！！
Larry, this MUST be love!	賴瑞，這一定是愛情來了！
"Please," she says coyly, "stop staring there."	「拜託，」她嬌嗔道，「不要一直盯著那裡看。」
%m52dancing. I thought you'd never ask! Come on!!"	%m52跳舞。我以為你永遠都不會問！來吧！！」
%m52roses."	%m52玫瑰花。」
%m52candy."	%m52糖果。」
%m52diamonds."	%m52鑽石。」
It appears Fawn has caught you a "little short," Larry. Better try the casino, and hope for a run of good luck!	看來芳恩把你的荷包榨得挺乾的，賴瑞。最好去賭場拚一把手氣！
"Well, really. I'm not that kind of girl!!"	「拜託，我才不是那種女生！！」
%m52money."	%m52錢。」
"Thanks, Larry. You won't regret this. Meet me at the Marriage Chapel near the Casino in a few minutes. I'll get us a room. Hurry, Larry, I can hardly wait!"	「謝啦，賴瑞。你絕對不會後悔的。等一下在賭場旁的結婚禮拜堂見，我去訂房。快點，賴瑞，人家等不及了！」
"Oooh, you're so sweet. I just LOVE you! Larry, I want you to make wild, passionate love to me!"	「哦，你人真好，我超愛你的！賴瑞，我要你跟我瘋狂做愛，激情到底！」
(All right, Larry. At last, you're gonna get lucky!!)	（太好了，賴瑞。終於要走運了！！）
She continues, "But first, we must get married. I could never make love to a man not my husband. If you would loan me a hundred dollars, I'd rent the Honeymoon Suite at the Casino Hotel for us. Then, after we're married, we'll celebrate there."	她接著說，「不過我們得先結婚才行。我不能跟不是我丈夫的男人做愛。你要是肯借我一百塊，我就去租賭場飯店的蜜月套房。結完婚，我們就去那裡慶祝。」
"You seem like a sweet, old-fashioned kind of guy," she says with a beautiful smile.	「你看起來是那種老派又體貼的男人，」她帶著迷人的微笑說。
"What! At a time like this?!"	「什麼！都這個節骨眼了？！」
"Hi ya, Baby. What say you and me get it on?"	「嗨，寶貝。你看咱倆要不要親熱一下？」
Those beautiful eyes tell you this doll requires more than your usual smooth talk.	那雙迷人的眼睛告訴你，這妞可不是你那套油腔滑調能搞定的。
"Bad breath's one thing, Larry, but you could knock a buzzard off a manure truck!!"	「口臭是一回事，賴瑞，你這口氣根本能把禿鷹從肥料車上薰下來！！」
She smiles and says, "I'm just a girl who can't say no...	她微笑著說，「人家就是個沒辦法拒絕的女孩……
(All right, Larry; this is what you've been waiting for!)	（太好了，賴瑞；這就是你等了老半天的機會！）
"...to nice presents," she concludes.	「……只要禮物夠好，」她補了一句。
Her hair is beautiful, not thinning like some people we know.	她的頭髮很漂亮，不像某些人的髮線已經開始撤退。
"So what?"	「所以呢？」
Her lips are moist and inviting, but remember that you also thought that about old Mrs. Bradley, your homeroom teacher!	她的嘴唇濕潤誘人，不過別忘了，你當年也這樣覺得你的班導布萊德利老太太！
"What's your name, beautiful?" you ask.	「美女，你叫什麼名字？」你問。
"Fawn," she replies.	「芳恩，」她回答。
Somehow you knew that.	不知怎地，你早就猜到了。
"I'm sorry, but I'll need at least a hundred dollars," she says with a coy smile.	「不好意思，我至少需要一百塊，」她嬌笑著說。
You fervently hope she'll wait for your return.	你衷心祈禱她會等你回來。
Conveniently, she offers, "I'll wait right here until you return."	說得剛剛好，她主動說，「我就在這兒等你回來。」
I AM the marrying type, but you must convince me.	我是那種會結婚的類型，但你得先說服我。
"How nice," she says, "I love me, too."	「講得真好聽，」她說，「我也很愛我自己。」
"Say, Larry," she chuckles, glancing downward, "is that a pez dispenser in your pocket, or are you just lonely?"	「說啊，賴瑞，」她咯咯笑著，低頭一瞄，「你口袋裡是把糖果機，還是你只是想我了？」
"Perhaps we shall," she replies, "if you play your cards right!"	「或許吧，」她回答，「就看你會不會來這套囉！」
"Get lost, creep."	「滾一邊去，變態。」
"Hey, sweetheart. What's your sign?" you ask her.	「嗨，甜心。你是什麼星座？」你問她。
"Octagonal," she replies. "Like in 'STOP!'"	「八角形，」她回答，「就跟『停止』標誌一樣。」
"My name is Larry," you offer. "Larry Laffer."	「我叫賴瑞，」你自我介紹。「賴瑞·賴福。」
"I'd really like to get to know you better," you say. "What kind of girl are you, anyway?"	「我真的很想多認識你一點，」你說。「你到底是哪種女生？」
(Oops.)	（糟糕。）
"So, how about it, Larry?" Fawn says in her petite voice. "May I have a measly hundred bucks, or not?"	「怎麼樣嘛，賴瑞？」芳恩用嬌滴滴的聲音說。「一百塊而已，給不給？」
SLAP!\n\nSLAP!!	巴掌！\n\n再一巴掌！！
"Uh, gosh, Fawn," you mumble. "I've only got %v90 bucks on me!"	「呃，天哪，芳恩，」你支支吾吾地說。「我身上只有%v90塊而已！」
Gee, Larry, this is working out swell.	唉唷，賴瑞，這下可真是『順利』啊。
You are in the casino. There are slot machines to the right, and blackjack tables to the left. This place is a gambler's paradise!	你人在賭場裡。右邊是吃角子老虎，左邊是二十一點牌桌。這裡根本是賭徒的天堂！
The front blackjack table is presently unoccupied.	前面那張二十一點牌桌現在沒人。
The rear blackjack table is rather busy now. Try the front table.	後面那張二十一點牌桌現在很忙，去試試前面那張吧。
Move to an unoccupied slot machine first.	先走到一台沒人用的吃角子老虎前面。
At least one person appears to be winning at the slot machines. Perhaps you could too.	至少有一個人在吃角子老虎上贏錢，說不定你也行。
They appear to be having a great time. Perhaps you'd like to join them?	他們看起來玩得很盡興，你要不要也加入？
Move to a slot machine and put in some money. Or, find an empty blackjack table and sit down.	走到吃角子老虎前投幣，或是找張空的二十一點牌桌坐下。
You could, if you'd sit down first.	可以啊，前提是你得先坐下。
Don't interrupt them; they're trying to win.	別打擾他們，人家正在拚輸贏。
Casino dealers are notoriously silent.	賭場莊家出了名的惜字如金。
It's a casino!	這裡是賭場啦！
"Hello, sir. Would you help out a poor unfortunate by purchasing an apple?"	「你好，先生。行行好買顆蘋果，幫幫我這個可憐人吧？」
"The price is reasonable: only $1.00."	「價格很實在，只要一塊錢。」
"I take that as a 'No,'" he says pleasantly. "Very well then, perhaps some other time."	「我就當你說『不』囉，」他笑咪咪地說。「那好，改天再說吧。」
He's yet another poor soul who donated his everything so the shrine of Lost Wages could continue to flourish.	他又是一個把家當全獻給失樂城這座神廟、成全它繼續香火鼎盛的可憐人。
"My pleasure was always the slot machines," he says. "Say, are we going to stand here and chitchat all night, or am I going to make a sale?"	「我這輩子的樂趣就是吃角子老虎，」他說。「說吧，我們是要在這站著聊一整晚，還是你到底要不要買？」
"Why, Steve. Nice of you to ask," he responds.	「哎呀，Steve，你會問真是難得，」他回答。
